"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"221248_s_at",240.911697674419,763.986941860465,2.0183439743776,0.0467032667107496,0.237708746485983,-4.56943430197884
"207365_x_at",375.403604651162,2161.04947674419,2.01757673875321,0.0467848657267186,0.238055812467498,-4.56945936978482
"220268_at",-34.9739418604651,94.1582755813953,-2.01750198861512,0.0467928222684397,0.238055812467498,-4.56946181167065
"222127_s_at",-228.855558139535,1330.61854651163,-2.01731417110016,0.0468128190225294,0.238103183355175,-4.56946794683637
"208144_s_at",-107.448325581395,534.763286046512,-2.01711345416456,0.046834197254077,0.238157557602144,-4.56947450285187
"219835_at",-24.9410999999999,169.012989534884,-2.01678659497443,0.0468690287072872,0.238204207020875,-4.56948517790715
"202839_s_at",-32.6537725581395,76.9581311627907,-2.01673287236962,0.0468747557298736,0.238204207020875,-4.56948693232456
"214822_at",-40.7760255813953,220.825498837209,-2.01658756008107,0.0468902495440433,0.238204207020875,-4.56949167759157
"218093_s_at",170.197511627906,1046.87175581395,2.01646334132053,0.046903497752743,0.238204207020875,-4.56949573381369
"221339_at",-180.261162790698,1121.86576744186,-2.01638626350991,0.0469117198848724,0.238204207020875,-4.56949825059888
"211801_x_at",-152.707511627907,1027.45408139535,-2.01628824903492,0.0469221771791422,0.238204207020875,-4.5695014509052
"213040_s_at",-63.5846953488372,291.127977906977,-2.01624910453382,0.0469263541155421,0.238204207020875,-4.56950272899095
"201792_at",170.942195348837,447.825039534884,2.01622533529393,0.0469288905812342,0.238204207020875,-4.56950350505752
"221375_at",-77.0028604651164,290.140693023256,-2.01608618448433,0.0469437420126724,0.238225325271779,-4.56950804818625
"212025_s_at",-127.710162790698,471.74013255814,-2.01596093754344,0.0469571129384445,0.238238922497122,-4.56951213714849
"219838_at",-126.524302325581,766.861337209302,-2.01569732035562,0.0469852664424883,0.23828633246719,-4.56952074283218
"39549_at",31.1337627906976,64.8191279069767,2.01567318483908,0.0469878447633098,0.23828633246719,-4.56952153068094
"40446_at",-329.617441860466,2645.09081395349,-2.01535619494184,0.0470217190346969,0.238403860125177,-4.56953187737407
"202382_s_at",54.5464930232557,221.383248837209,2.01485388234202,0.0470754401299384,0.238570388890521,-4.56954827035307
"219451_at",-156.508002325581,418.044629069767,-2.01475388488368,0.047086140880245,0.238570388890521,-4.56955153337192
"212782_x_at",-25.2728116279069,144.621073255814,-2.01472476941789,0.0470892569240931,0.238570388890521,-4.56955248341426
"213885_at",-144.545186046512,1033.78956976744,-2.01462576271006,0.0470998543055623,0.238570388890521,-4.56955571393489
"210113_s_at",-24.501465116279,158.2639,-2.01454877400611,0.0471080963567874,0.238570388890521,-4.56955822593332
"214902_x_at",311.417139534885,1869.56994186047,2.01437638663997,0.0471265558207301,0.238607275476639,-4.5695638503276
"218369_s_at",-32.2023558139535,121.044959302326,-2.01419733396044,0.047145735570258,0.238607275476639,-4.56956969177004
"213171_s_at",-15.7177674418604,61.0535488372093,-2.0141808269526,0.0471475041028425,0.238607275476639,-4.5695702302758
"204150_at",-240.101209302326,1325.54834883721,-2.01402471701845,0.0471642322623079,0.238637735581519,-4.56957532284905
"214599_at",-402.123837209303,2198.86854651163,-2.01379781903636,0.0471885548634523,0.238661632426339,-4.56958272407275
"217511_at",-102.283674418605,455.389372093023,-2.01378083254803,0.0471903761823115,0.238661632426339,-4.56958327813039
"212138_at",258.688651162792,1495.87072093023,2.01365190718141,0.0472042017309475,0.238677383065737,-4.56958748323517
"205829_at",38.942334883721,79.1190720930233,2.01351731596179,0.0472186385664013,0.23869621669127,-4.56959187290526
"207858_s_at",-31.1863976744187,182.166029069767,-2.0130656884021,0.0472671097082159,0.238887050494029,-4.56960660090485
"207799_x_at",-80.1709604651161,377.102108139535,-2.01295084605372,0.0472794420066435,0.238894630787064,-4.56961034558995
"206211_at",-243.649072093023,794.847110465116,-2.01285206802608,0.0472900514473697,0.238894630787064,-4.56961356632276
"201819_at",-232.470790697675,1495.21955813953,-2.012393244314,0.0473393589920374,0.239089514147681,-4.56962852492043
"215707_s_at",-214.393720930233,1334.01748837209,-2.0122292263339,0.0473569958755778,0.239124391365398,-4.56963387156589
"210050_at",55.9777837209302,210.020963953488,2.01201786862789,0.0473797315000756,0.239184992527454,-4.56964076086116
"205907_s_at",-208.342511627907,1029.61644186047,-2.01179385027008,0.0474038392194229,0.239252491353658,-4.56964806218808
"220374_at",337.11518372093,960.098105813953,2.01130893582538,0.0474560592063882,0.239443078537018,-4.56966386449727
"211452_x_at",389.885209302325,2295.83951162791,2.01124366471611,0.04746309194893,0.239443078537018,-4.56966599130251
"220850_at",-50.4837534883721,173.924993023256,-2.01090561197036,0.0474995302672399,0.239543256356574,-4.56967700556644
"218469_at",257.954976744186,1219.78025581395,2.01077208913847,0.0475139291330218,0.239543256356574,-4.56968135552165
"219250_s_at",124.029837209303,590.033358139535,2.01076030940045,0.0475151996183663,0.239543256356574,-4.56968173927484
"91703_at",60.0641348837209,126.68033255814,2.01058388045991,0.0475342315657209,0.239584999316661,-4.56968748664985
"221306_at",-119.453023255814,768.251302325581,-2.00982390861271,0.047616286705028,0.239944304986011,-4.56971223887535
"203441_s_at",-90.0367906976742,582.271395348837,-2.00924805876657,0.0476785426252603,0.24020370004944,-4.56973098914907
"208597_at",-106.467511627907,464.883569767442,-2.00911254251135,0.047693203591484,0.240223249464068,-4.56973540105943
"211890_x_at",-21.3545930232558,61.102438372093,-2.00832100651614,0.0477789137995577,0.240562404740572,-4.56976116567921
"219072_at",-14.7803720930233,89.5730418604651,-2.00829132822671,0.047782130026557,0.240562404740572,-4.56976213155011
"219954_s_at",-131.024302325582,802.719104651163,-2.00801903086906,0.0478116474513599,0.240613004355266,-4.56977099283806
"211995_x_at",890.314883720931,4631.38162790698,2.00799939538384,0.0478137765689144,0.240613004355266,-4.56977163179141
"204633_s_at",55.523195348837,275.994658139535,2.00739861734049,0.0478789594238577,0.240842530885375,-4.56979117907898
"200761_s_at",-566.450697674419,3653.41744186047,-2.00729903525283,0.0478897711606992,0.240842530885375,-4.56979441867982
"209658_at",-56.1543023255816,400.776406976744,-2.00728023702596,0.0478918123391418,0.240842530885375,-4.56979503020825
"206601_s_at",-46.0976511627907,281.035895348837,-2.00625347523163,0.0480034148699548,0.241318013746336,-4.56982842483627
"217332_at",-162.673209302326,729.322046511628,-2.00621113246934,0.0480080220319306,0.241318013746336,-4.56982980170049
"43511_s_at",-205.716139534884,1309.04720930233,-2.00570993509897,0.0480625842272754,0.241537790784028,-4.56984609737774
"214002_at",-121.808046511627,695.588069767442,-2.00500921077501,0.0481389565461979,0.241867050443952,-4.56986887476894
"220074_at",-39.2191069767441,156.137720930233,-2.00464767555163,0.0481784010249867,0.241983001301375,-4.56988062409456
"215387_x_at",89.6289372093025,506.285694186046,2.0045986370277,0.0481837533893193,0.241983001301375,-4.56988221763538
"201826_s_at",198.717651162791,960.046825581395,2.00435331801976,0.0482105366391642,0.242062953567034,-4.56989018896587
"221193_s_at",107.157418604651,531.688290697674,2.00358687690668,0.0482942965724545,0.242428882749269,-4.569915088337
"221340_at",-21.2949,121.660887209302,-2.00341891143288,0.0483126691604901,0.242452283793892,-4.56992054398613
"220199_s_at",-124.221503023256,438.533655465116,-2.00334533111701,0.0483207194869935,0.242452283793892,-4.56992293381363
"203895_at",113.4947,554.698675581395,2.00275123902647,0.0483857603436665,0.24272397517738,-4.56994222678956
"202201_at",-258.387367441861,782.511811627907,-2.00200163873768,0.0484679329104402,0.24308146501088,-4.56996656314296
"204645_at",97.5454418604651,542.434348837209,2.00161736150787,0.0485101043139079,0.243238221068139,-4.56997903609816
"218438_s_at",-47.5775279069768,142.067559302326,-2.00151766398172,0.0485210504551573,0.243238372844155,-4.56998227178105
"207716_at",-291.721255813954,1756.67758139535,-2.00101487530155,0.0485762855600828,0.243460497331382,-4.56999858776774
"211058_x_at",768.711046511629,3886.39052325581,2.00043008917011,0.0486405962841346,0.243727997976022,-4.5700175604144
"203102_s_at",115.869069767442,400.885886046512,2.00016389918501,0.0486698941004357,0.243819975323743,-4.57002619510232
"202224_at",-148.81611627907,756.753872093023,-1.99996856683109,0.0486914026650583,0.243872898535737,-4.57003253070498
"216443_at",-141.836069767442,643.312918604651,-1.99925437418949,0.0487701134639728,0.244204141295474,-4.57005569120521
"212175_s_at",246.879069767442,1428.55127906977,1.99909297287137,0.0487879164711771,0.244204141295474,-4.57006092433448
"211974_x_at",-471.697465116279,2186.03443023256,-1.99907031736653,0.0487904158797043,0.244204141295474,-4.57006165886811
"213177_at",-15.5011674418605,86.522223255814,-1.99896207332306,0.0488023591269377,0.244209065444768,-4.57006516824706
"64064_at",-395.099999999999,2190.64837209302,-1.99861507304482,0.0488406626926685,0.24434586591395,-4.57007641728599
"220007_at",-35.7833488372093,218.021930232558,-1.99850585707855,0.0488527237909755,0.24435134550714,-4.57007995751187
"214336_s_at",-88.5889837209303,445.978019767442,-1.99806389110348,0.0489015576138472,0.244497059885929,-4.57009428217543
"206485_at",-417.349,2521.92131395349,-1.99804359732437,0.0489038009205039,0.244497059885929,-4.57009493985933
"214942_at",-184.588534883721,1121.4888255814,-1.99790077208014,0.0489195915370704,0.244521143611606,-4.57009956840637
"201866_s_at",-156.287744186046,588.065360465116,-1.99765304777578,0.0489469900176353,0.24460322461605,-4.57010759577885
"220911_s_at",-21.8294813953489,150.937275581395,-1.99750193627956,0.0489637094901164,0.244631914477189,-4.57011249206339
"203290_at",240.976309302326,394.15266627907,1.99708534120941,0.049009828202683,0.244807442690066,-4.57012598891616
"205271_s_at",-147.978604651163,871.580162790698,-1.99653672834571,0.04907061840311,0.24505616088671,-4.57014375935066
"203127_s_at",209.549139534884,946.950360465116,1.99602496625062,0.0491273833216463,0.245284670077581,-4.57016033251006
"218841_at",-259.994372093023,915.79176744186,-1.99580257783981,0.0491520682347837,0.24535294275889,-4.570167533358
"201501_s_at",210.116720930233,1082.53175581395,1.99564473210546,0.0491695953956589,0.245385114557622,-4.57017264393932
"204880_at",-70.462306976744,251.446786046512,-1.995546212476,0.0491805377020302,0.245385114557622,-4.57017583354702
"204246_s_at",-582.816162790698,2420.39638372093,-1.995062374089,0.0492343065003426,0.245598399764301,-4.57019149610462
"200060_s_at",272.84811627907,1559.39931395349,1.99481178175834,0.0492621744691195,0.24568241577784,-4.57019960691711
"214038_at",-323.692325581395,1693.49158139535,-1.99466469029948,0.0492785385455833,0.245705586154521,-4.57020436737162
"207444_at",-16.9396372093023,98.728888372093,-1.99457181341085,0.0492888735857249,0.245705586154521,-4.57020737308195
"220722_s_at",-77.9880767441862,324.93768255814,-1.99414255236645,0.0493366644160987,0.245888815294996,-4.57022126346305
"221432_s_at",-127.085162790698,515.337534883721,-1.9939877822075,0.0493539051114665,0.245919737835154,-4.57022627103933
"211818_s_at",-155.180188372093,811.690045348837,-1.99384904236813,0.0493693644739179,0.245941772540199,-4.57023075968399
"204656_at",-87.4436511627909,360.845988372093,-1.99341906065635,0.049417302305878,0.246125558176549,-4.57024466923274
"203782_s_at",-165.52734883721,880.341953488372,-1.99314027176272,0.0494484051738401,0.24619302723731,-4.57025368650069
"216837_at",-142.066139534884,803.487511627907,-1.99309958516846,0.0494529457395414,0.24619302723731,-4.57025500239859
"212318_at",-394.518488372093,1849.6073372093,-1.99291988511967,0.0494730042658393,0.246237872248313,-4.57026081404636
"205085_at",-34.1207023255814,80.9756046511628,-1.99233296021496,0.0495385665483644,0.246437140540072,-4.57027979267635
"217108_at",-27.0547325581396,171.206940697674,-1.99217175055032,0.0495565874070026,0.246437140540072,-4.57028500469868
"209222_s_at",124.085920930233,308.079874418605,1.9920723601777,0.0495677005704672,0.246437140540072,-4.5702882178866
"216483_s_at",112.802969767442,354.054156976744,1.99204871221179,0.0495703450403444,0.246437140540072,-4.57028898238143
"208526_at",-68.5987744186045,304.269240697674,-1.99202380185834,0.0495731308088785,0.246437140540072,-4.57028978767882
"206245_s_at",270.913441860465,1397.73086046512,1.99192912682114,0.0495837197035496,0.246437140540072,-4.57029284824065
"203025_at",242.948023255814,1094.2763372093,1.99179053787245,0.0495992236150376,0.246437140540072,-4.57029732819237
"202852_s_at",32.1721651162791,92.0746104651163,1.99167266456284,0.0496124133292921,0.246437140540072,-4.57030113829952
"220627_at",-349.564930232559,2727.13011627907,-1.9916712184176,0.0496125751677406,0.246437140540072,-4.5703011850432
"201661_s_at",283.714372093024,1634.49465116279,1.99141203868805,0.0496415873095672,0.246522060557185,-4.57030956204546
"217464_at",-37.6709558139535,162.141452325581,-1.9911983487342,0.0496655182927569,0.246522060557185,-4.57031646808796
"215210_s_at",-130.336465116279,734.238674418605,-1.99105983922362,0.0496810351315806,0.246522060557185,-4.57032094411917
"211427_s_at",-61.599423255814,136.539295348837,-1.99096365350177,0.0496918129871233,0.246522060557185,-4.57032405227683
"219592_at",-14.2711255813953,67.4034837209302,-1.99087691844275,0.0497015335828196,0.246522060557185,-4.57032685493854
"202410_x_at",-22.4181558139535,107.136319767442,-1.99087552898092,0.0497016893161788,0.246522060557185,-4.57032689983528
"206793_at",40.1321395348837,97.9749069767442,1.99082713323688,0.0497071138573546,0.246522060557185,-4.57032846359774
"213841_at",-22.447011627907,152.212163953488,-1.99054813857598,0.0497383954283848,0.246622310932509,-4.57033747785806
"213947_s_at",89.5906046511628,388.646348837209,1.9901396712841,0.0497842240949453,0.246744357119515,-4.57035067347565
"211083_s_at",-9.71653093023257,28.5386080232558,-1.9901313692325,0.0497851559309492,0.246744357119515,-4.57035094165195
"205386_s_at",-133.794976744186,705.204418604651,-1.98995375472309,0.0498050952431447,0.246777683046706,-4.57035667880866
"216209_at",-20.5911279069768,95.916761627907,-1.98987315935222,0.0498141452664997,0.246777683046706,-4.57035928199443
"211684_s_at",-395.39865116279,2820.47230232558,-1.9897755811692,0.0498251041613395,0.246777683046706,-4.57036243359938
"211487_x_at",551.40776744186,2477.51227906977,1.98928758111735,0.0498799417704488,0.246906442867913,-4.57037819323853
"202943_s_at",-293.47511627907,1963.41941860465,-1.98926012479968,0.0498830286252655,0.246906442867913,-4.57037907982753
"204991_s_at",-14.7263976744186,64.4268686046512,-1.98924843811441,0.0498843425836442,0.246906442867913,-4.57037945719797
"211618_s_at",-9.67862558139536,34.877361627907,-1.98909751735735,0.049901313572328,0.24693559190144,-4.57038433036035
"201350_at",-299.465023255814,1966.91841860465,-1.9887392991115,0.0499416148194437,0.246968121844753,-4.57039589584447
"220181_x_at",-30.8905046511628,160.408815116279,-1.98865556909465,0.0499510388456618,0.246968121844753,-4.57039859891597
"210947_s_at",-127.119741860465,670.659477906977,-1.98864617452244,0.0499520963233101,0.246968121844753,-4.57039890219683
